date,Dresden_Hbf.in,Dresden_Hbf.out,Dresden-Neustadt.in,Dresden-Neustadt.out,Riesa.in,Riesa.out,Leipzig_Hbf.in,Leipzig_Hbf.out,Leipzig/Halle_Flughafen.in,Leipzig/Halle_Flughafen.out,Halle(Saale)Hbf.in,Halle(Saale)Hbf.out,Köthen.in,Köthen.out,Magdeburg_Hbf.in,Magdeburg_Hbf.out,Braunschweig_Hbf.in,Braunschweig_Hbf.out,Wolfsburg_Hbf.in,Wolfsburg_Hbf.out,Hannover_Hbf.in,Hannover_Hbf.out,Minden(Westf).in,Minden(Westf).out,Bad_Oeynhausen.in,Bad_Oeynhausen.out,Herford.in,Herford.out,Bielefeld_Hbf.in,Bielefeld_Hbf.out,Gütersloh_Hbf.in,Gütersloh_Hbf.out,Hamm(Westf)Hbf.in,Hamm(Westf)Hbf.out,Dortmund_Hbf.in,Dortmund_Hbf.out,Frankfurt(M)_Flughafen_Fernbf.in,Frankfurt(M)_Flughafen_Fernbf.out,Frankfurt(Main)Hbf.in,Frankfurt(Main)Hbf.out,Hagen_Hbf.in,Hagen_Hbf.out,Wuppertal_Hbf.in,Wuppertal_Hbf.out,Düsseldorf_Hbf.in,Düsseldorf_Hbf.out,Köln_Messe/Deutz_Gl.11-12.in,Köln_Messe/Deutz_Gl.11-12.out,Köln_Messe/Deutz.in,Köln_Messe/Deutz.out,Solingen_Hbf.in,Solingen_Hbf.out,Köln_Hbf.in,Köln_Hbf.out,Bonn_Hbf.in,Bonn_Hbf.out,Koblenz_Hbf.in,Koblenz_Hbf.out,Mainz_Hbf.in,Mainz_Hbf.out,Mannheim_Hbf.in,Mannheim_Hbf.out,Heidelberg_Hbf.in,Heidelberg_Hbf.out,Vaihingen(Enz).in,Vaihingen(Enz).out,Stuttgart_Hbf.in,Stuttgart_Hbf.out,Bruchsal.in,Bruchsal.out,Karlsruhe-Durlach.in,Karlsruhe-Durlach.out,Karlsruhe_Hbf.in,Karlsruhe_Hbf.out
2024-04-23,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,3.0,10.0,10.0,19.0,18.0,18.0,17.0,21.0,21.0,26.0,27.0,24.0,27.0,24.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,-1.0,0.0,1.0,0.0,2.0,3.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2.0,3.0,0.0,0.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,2.0,3.0,3.0,6.0,7.0,3.0,3.0,5.0,6.0,5.0,6.0,2.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,-1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,10.0,11.0,11.0,36.0,36.0,45.0,45.0,47.0,48.0,44.0,45.0,43.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,-1.0,0.0,0.0,0.0,0.0,1.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,2.0,32.0,33.0,34.0,35.0,38.0,38.0,40.0,41.0,42.0,44.0,39.0,40.0,38.0,46.0,44.0,43.0,37.0,37.0,40.0,-1.0
2024-04-18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,39.0,41.0,40.0,0.0,0.0,39.0,26.0,28.0,28.0,46.0,47.0,46.0,46.0,48.0,48.0,47.0,48.0,48.0,49.0,53.0,52.0,0.0,0.0,0.0,0.0,59.0,59.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,60.0,58.0,58.0,58.0,56.0,56.0,64.0,63.0,63.0,63.0,-1.0,-1.0,49.0,52.0,53.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,5.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,12.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,23.0,19.0,20.0,19.0,23.0,22.0,21.0,20.0,25.0,26.0,-1.0,-1.0,16.0,16.0,14.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,8.0,8.0,7.0,5.0,10.0,10.0,10.0,11.0,10.0,10.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,23.0,22.0,23.0,23.0,0.0,0.0,18.0,19.0,18.0,18.0,23.0,25.0,0.0,0.0,0.0,0.0,19.0,19.0,17.0,14.0,12.0,10.0,15.0,16.0,15.0,15.0,13.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,43.0,30.0,26.0,28.0,26.0,27.0,27.0,28.0,28.0,28.0,26.0,27.0,26.0,25.0,35.0,34.0,0.0,0.0,0.0,0.0,38.0,38.0,42.0,43.0,0.0,0.0,36.0,37.0,35.0,35.0,41.0,42.0,0.0,0.0,0.0,0.0,49.0,49.0,48.0,47.0,54.0,54.0,54.0,55.0,59.0,60.0,57.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,7.0,7.0,0.0,0.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,6.0,8.0,8.0,13.0,13.0,12.0,10.0,12.0,13.0,14.0,17.0,15.0,18.0,18.0,11.0,19.0,18.0,13.0,13.0,12.0,-1.0
2024-04-10,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,38.0,0.0,0.0,48.0,34.0,30.0,29.0,28.0,28.0,29.0,29.0,29.0,29.0,27.0,27.0,26.0,26.0,30.0,29.0,0.0,0.0,0.0,0.0,30.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,27.0,23.0,22.0,22.0,21.0,21.0,18.0,17.0,19.0,19.0,25.0,25.0,24.0,24.0,22.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,-1.0,3.0,2.0,2.0,2.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,8.0,9.0,11.0,10.0,16.0,16.0,18.0,19.0,14.0,15.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,-1.0
2024-04-08,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,63.0,64.0,0.0,0.0,0.0,0.0,-1.0,-1.0,93.0,89.0,89.0,89.0,103.0,103.0,104.0,103.0,108.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,108.0,0.0,0.0,0.0,0.0,0.0,-1.0
2024-04-07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,8.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2024-04-06,-1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.0,5.0,8.0,9.0,7.0,7.0,5.0,4.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,-1.0,0.0,-1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,-1.0,0.0,0.0,5.0,6.0,4.0,4.0,10.0,10.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,23.0,22.0,0.0,0.0,28.0,14.0,11.0,11.0,10.0,10.0,9.0,9.0,17.0,18.0,0.0,0.0,18.0,19.0,22.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,-1.0,3.0,3.0,4.0,7.0,0.0,0.0,10.0,10.0,10.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
