date,Schwerin_Hbf.in,Schwerin_Hbf.out,Hamburg_Dammtor.in,Hamburg_Dammtor.out,Hamburg-Altona.in,Hamburg-Altona.out,Hamburg-Harburg.in,Hamburg-Harburg.out,Recklinghausen_Hbf.in,Recklinghausen_Hbf.out,Essen_Hbf.in,Essen_Hbf.out,Köln_Messe/Deutz.in,Köln_Messe/Deutz.out,Köln_Messe/Deutz_Gl.11-12.in,Köln_Messe/Deutz_Gl.11-12.out,Duisburg_Hbf.in,Duisburg_Hbf.out,Düsseldorf_Hbf.in,Düsseldorf_Hbf.out,Hamburg_Hbf.in,Hamburg_Hbf.out,Bonn-Beuel.in,Bonn-Beuel.out,Solingen_Hbf.in,Solingen_Hbf.out,Köln_Hbf.in,Köln_Hbf.out,Bonn_Hbf.in,Bonn_Hbf.out,Koblenz_Hbf.in,Koblenz_Hbf.out,Bingen(Rhein)_Hbf.in,Bingen(Rhein)_Hbf.out,Mainz_Hbf.in,Mainz_Hbf.out,Frankfurt(M)_Flughafen_Fernbf.in,Frankfurt(M)_Flughafen_Fernbf.out,Frankfurt(Main)Hbf.in,Frankfurt(Main)Hbf.out,Frankfurt(Main)Süd.in,Frankfurt(Main)Süd.out,Hanau_Hbf.in,Hanau_Hbf.out,Aschaffenburg_Hbf.in,Aschaffenburg_Hbf.out,Ostseebad_Binz.in,Ostseebad_Binz.out,Bergen_auf_Rügen.in,Bergen_auf_Rügen.out,Stralsund_Hbf.in,Stralsund_Hbf.out,Velgast.in,Velgast.out,Ribnitz-Damgarten_West.in,Ribnitz-Damgarten_West.out,Rostock_Hbf.in,Rostock_Hbf.out,Bützow.in,Bützow.out,Fürth(Bay)Hbf.in,Fürth(Bay)Hbf.out,Würzburg_Hbf.in,Würzburg_Hbf.out,Nürnberg_Hbf.in,Nürnberg_Hbf.out
2024-04-27,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,15.0,15.0,0.0,0.0,0.0,0.0,14.0,15.0,27.0,28.0,9.0,9.0,-1.0,-1.0,0.0,0.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
2024-04-26,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,106.0,0.0,0.0,90.0,88.0,7.0,8.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,11.0,-1.0
2024-04-25,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,23.0,22.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,26.0,25.0,6.0,6.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,26.0,38.0,38.0,43.0,43.0,40.0,40.0,42.0,41.0,45.0,45.0,0.0,0.0,44.0,43.0,56.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,74.0,-1.0
2024-04-24,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,15.0,16.0,16.0,30.0,30.0,32.0,31.0,29.0,28.0,32.0,31.0,36.0,36.0,0.0,0.0,36.0,36.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,69.0,-1.0
2024-04-23,0.0,0.0,0.0,0.0,-1.0,24.0,0.0,0.0,45.0,45.0,50.0,50.0,0.0,0.0,0.0,0.0,57.0,58.0,60.0,60.0,23.0,34.0,0.0,0.0,0.0,0.0,64.0,65.0,64.0,63.0,65.0,64.0,67.0,67.0,63.0,63.0,65.0,64.0,66.0,63.0,0.0,0.0,65.0,65.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,120.0,121.0,-1.0
2024-04-22,0.0,0.0,0.0,0.0,-1.0,10.0,0.0,0.0,15.0,15.0,26.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,27.0,26.0,12.0,16.0,0.0,0.0,0.0,0.0,30.0,31.0,46.0,46.0,48.0,48.0,48.0,48.0,46.0,46.0,45.0,44.0,43.0,41.0,0.0,0.0,43.0,43.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,49.0,-1.0
2024-04-21,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,60.0,60.0,0.0,0.0,0.0,0.0,60.0,-1.0,-1.0,-1.0,61.0,59.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
2024-04-19,0.0,0.0,32.0,33.0,-1.0,25.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,38.0,38.0,33.0,38.0,0.0,0.0,0.0,0.0,45.0,43.0,48.0,48.0,49.0,49.0,52.0,52.0,49.0,49.0,49.0,49.0,54.0,51.0,0.0,0.0,52.0,51.0,54.0,54.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,53.0,-1.0
2024-04-18,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2024-04-17,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,18.0,19.0,18.0,19.0,20.0,20.0,21.0,21.0,24.0,23.0,24.0,23.0,0.0,0.0,23.0,22.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,19.0,-1.0
2024-04-16,0.0,0.0,22.0,22.0,-1.0,23.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,71.0,71.0,23.0,22.0,0.0,0.0,0.0,0.0,74.0,74.0,76.0,76.0,82.0,82.0,83.0,83.0,82.0,89.0,-1.0,-1.0,100.0,101.0,0.0,0.0,105.0,104.0,107.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,102.0,104.0,-1.0
2024-04-15,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,9.0,8.0,0.0,0.0,38.0,42.0,0.0,0.0,15.0,21.0,-1.0,-1.0,72.0,72.0,72.0,72.0,68.0,68.0,77.0,75.0,74.0,74.0,0.0,0.0,75.0,73.0,73.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,75.0,75.0,-1.0
2024-04-14,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,9.0,9.0,11.0,2.0,1.0,5.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,25.0,25.0,27.0,26.0,26.0,23.0,0.0,0.0,22.0,30.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,24.0,24.0,23.0,23.0,22.0,-1.0
2024-04-13,33.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,0.0,0.0,29.0,29.0,29.0,31.0,28.0,25.0,27.0,29.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,-1.0,-1.0,0.0,0.0,0.0,0.0,57.0,54.0,0.0,0.0,54.0,53.0,51.0,52.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,5.0,45.0,43.0,40.0,39.0,0.0,0.0,51.0,53.0,47.0,-1.0
2024-04-12,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,5.0,6.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,12.0,9.0,0.0,0.0,8.0,8.0,7.0,7.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,-1.0
2024-04-11,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,36.0,36.0,38.0,38.0,38.0,38.0,39.0,38.0,39.0,38.0,0.0,0.0,37.0,36.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,55.0,54.0,-1.0
2024-04-10,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,18.0,31.0,0.0,0.0,-1.0,-1.0,0.0,0.0,37.0,42.0,-1.0,-1.0,45.0,45.0,46.0,45.0,42.0,42.0,44.0,43.0,43.0,43.0,0.0,0.0,46.0,46.0,45.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,47.0,60.0,-1.0
2024-04-09,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,11.0,14.0,14.0,14.0,13.0,10.0,10.0,17.0,17.0,23.0,23.0,0.0,0.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,65.0,-1.0
2024-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,27.0,-1.0
2024-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,36.0,-1.0,-1.0,0.0,0.0,0.0,0.0,53.0,51.0,0.0,0.0,60.0,58.0,53.0,53.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,53.0,57.0,-1.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,216.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,7.0,7.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,92.0,95.0,96.0,-1.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,6.0,6.0,8.0,7.0,6.0,8.0,11.0,10.0,15.0,12.0,0.0,0.0,24.0,24.0,26.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,48.0,-1.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,9.0,6.0,5.0,7.0,6.0,3.0,3.0,3.0,9.0,8.0,7.0,0.0,0.0,6.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.0,9.0,19.0,-1.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0
