date,München_Hbf.in,München_Hbf.out,Ingolstadt_Hbf.in,Ingolstadt_Hbf.out,Nürnberg_Hbf.in,Nürnberg_Hbf.out,Würzburg_Hbf.in,Würzburg_Hbf.out,Fulda.in,Fulda.out,Kassel-Wilhelmshöhe.in,Kassel-Wilhelmshöhe.out,Göttingen.in,Göttingen.out,Hannover_Hbf.in,Hannover_Hbf.out,Hamburg-Harburg.in,Hamburg-Harburg.out,Hamburg_Hbf.in,Hamburg_Hbf.out
2024-05-02,-1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,2.0,5.0,5.0,32.0,32.0,0.0,0.0,32.0,-1.0
2024-05-01,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,11.0,0.0,0.0,15.0,-1.0
2024-04-30,-1.0,1.0,1.0,1.0,0.0,0.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,-1.0
2024-04-29,-1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,28.0,29.0,28.0,9.0,2.0,1.0,0.0,0.0,5.0,-1.0
2024-04-28,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,40.0,37.0,37.0,41.0,22.0,17.0,16.0,0.0,0.0,16.0,-1.0
2024-04-27,-1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,16.0,17.0,18.0,19.0,43.0,23.0,25.0,24.0,0.0,0.0,40.0,-1.0
2024-04-26,-1.0,0.0,0.0,0.0,3.0,3.0,7.0,7.0,8.0,9.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,175.0,-1.0
2024-04-25,-1.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,55.0,-1.0
2024-04-24,-1.0,0.0,1.0,2.0,0.0,1.0,7.0,7.0,6.0,6.0,7.0,9.0,7.0,1.0,4.0,4.0,0.0,0.0,8.0,-1.0
2024-04-23,-1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,10.0,5.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,40.0,-1.0
2024-04-22,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,-1.0
2024-04-21,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0
2024-04-20,-1.0,2.0,1.0,1.0,1.0,2.0,14.0,14.0,11.0,12.0,9.0,10.0,13.0,0.0,2.0,2.0,0.0,0.0,2.0,-1.0
2024-04-19,-1.0,1.0,0.0,0.0,0.0,2.0,11.0,13.0,7.0,7.0,4.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,20.0,-1.0
2024-04-18,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,5.0,6.0,3.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,16.0,-1.0
2024-04-17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
2024-04-16,-1.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,13.0,13.0,10.0,10.0,12.0,4.0,0.0,-1.0,0.0,0.0,3.0,-1.0
2024-04-15,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,-1.0
2024-04-14,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.0
2024-04-13,-1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0
2024-04-12,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,-1.0
2024-04-11,-1.0,3.0,11.0,10.0,10.0,9.0,4.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
2024-04-09,-1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,6.0,0.0,0.0,1.0,-1.0
2024-04-08,-1.0,10.0,10.0,11.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,11.0,2.0,0.0,0.0,0.0,0.0,7.0,-1.0
2024-04-07,-1.0,1.0,8.0,7.0,8.0,8.0,16.0,14.0,11.0,12.0,14.0,15.0,19.0,0.0,0.0,5.0,0.0,0.0,2.0,-1.0
2024-04-06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
2024-04-05,-1.0,2.0,84.0,85.0,90.0,90.0,88.0,88.0,86.0,87.0,86.0,87.0,90.0,71.0,70.0,70.0,0.0,0.0,80.0,-1.0
2024-04-04,-1.0,1.0,0.0,0.0,5.0,4.0,2.0,1.0,0.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
2024-04-03,-1.0,3.0,3.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,-1.0
2024-04-02,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,-1.0
2024-04-01,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,-1.0,-1.0,0.0,0.0,8.0,-1.0
