date,Hamburg_Hbf.in,Hamburg_Hbf.out,Hamburg-Harburg.in,Hamburg-Harburg.out,Hannover_Hbf.in,Hannover_Hbf.out,Göttingen.in,Göttingen.out,Kassel-Wilhelmshöhe.in,Kassel-Wilhelmshöhe.out,Fulda.in,Fulda.out,Würzburg_Hbf.in,Würzburg_Hbf.out,Nürnberg_Hbf.in,Nürnberg_Hbf.out,Ingolstadt_Hbf.in,Ingolstadt_Hbf.out,München_Hbf.in,München_Hbf.out
2024-05-20,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-19,0.0,7.0,0.0,0.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,3.0,25.0,25.0,21.0,21.0,14.0,14.0,10.0,0.0
2024-05-18,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-17,0.0,2.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,15.0,14.0,14.0,10.0,10.0,8.0,14.0,18.0,18.0,15.0,0.0
2024-05-16,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,6.0,0.0,1.0,2.0,0.0
2024-05-15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
2024-05-14,0.0,1.0,0.0,0.0,3.0,13.0,10.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,9.0,0.0
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,15.0,15.0,10.0,0.0
2024-05-12,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,22.0,23.0,24.0,23.0,18.0,18.0,34.0,0.0
2024-05-11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,4.0,4.0,11.0,12.0,14.0,14.0,7.0,7.0,3.0,0.0
2024-05-10,0.0,9.0,0.0,0.0,11.0,11.0,12.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,0.0
2024-05-09,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,12.0,11.0,12.0,7.0,8.0,2.0,3.0,0.0,1.0,3.0,0.0
2024-05-07,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,5.0,0.0
2024-05-06,0.0,1.0,9.0,7.0,1.0,0.0,6.0,4.0,7.0,8.0,4.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0
2024-05-05,0.0,80.0,0.0,0.0,86.0,93.0,94.0,72.0,84.0,93.0,91.0,92.0,88.0,88.0,86.0,86.0,81.0,81.0,75.0,0.0
2024-05-04,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0
2024-05-03,0.0,0.0,0.0,0.0,22.0,22.0,26.0,4.0,2.0,4.0,3.0,9.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0
2024-05-02,0.0,2.0,0.0,0.0,7.0,7.0,4.0,1.0,5.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2024-05-01,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,0.0
2024-04-30,0.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,6.0,8.0,5.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2024-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,46.0,46.0,46.0,46.0,42.0,41.0,43.0,0.0
2024-04-26,0.0,1.0,0.0,0.0,22.0,22.0,22.0,1.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,3.0,17.0,0.0
2024-04-25,0.0,17.0,0.0,0.0,15.0,17.0,18.0,10.0,10.0,11.0,10.0,12.0,7.0,6.0,7.0,6.0,4.0,4.0,7.0,0.0
2024-04-24,0.0,27.0,0.0,0.0,26.0,25.0,23.0,1.0,8.0,8.0,7.0,9.0,9.0,10.0,9.0,10.0,30.0,30.0,25.0,0.0
2024-04-23,0.0,26.0,0.0,0.0,36.0,37.0,36.0,14.0,12.0,12.0,11.0,11.0,8.0,7.0,3.0,2.0,0.0,1.0,1.0,0.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,10.0,9.0,3.0,3.0,1.0,0.0
2024-04-20,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0
2024-04-19,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,5.0,10.0,12.0,9.0,10.0,10.0,13.0,8.0,8.0,3.0,0.0
2024-04-18,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,8.0,8.0,5.0,6.0,3.0,4.0,1.0,1.0,0.0,0.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,5.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
2024-04-15,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,3.0,0.0
2024-04-14,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
2024-04-13,0.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,2.0,10.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,1.0,0.0,0.0,0.0,19.0,18.0,7.0,7.0,8.0,3.0,4.0,9.0,9.0,5.0,5.0,3.0,2.0,1.0,0.0
2024-04-11,0.0,3.0,0.0,0.0,3.0,3.0,7.0,6.0,6.0,7.0,2.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0
2024-04-10,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,5.0,6.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,0.0
2024-04-09,0.0,0.0,0.0,0.0,27.0,27.0,25.0,2.0,5.0,6.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,0.0,19.0,0.0,0.0,21.0,22.0,23.0,1.0,15.0,15.0,12.0,13.0,13.0,13.0,12.0,12.0,6.0,5.0,1.0,0.0
2024-04-07,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
2024-04-06,0.0,77.0,0.0,0.0,88.0,88.0,88.0,65.0,76.0,77.0,76.0,76.0,74.0,84.0,85.0,86.0,80.0,79.0,73.0,0.0
2024-04-05,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0
2024-04-04,0.0,3.0,0.0,0.0,16.0,16.0,13.0,8.0,8.0,8.0,5.0,5.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-04-03,0.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2024-04-01,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
