date,Hamburg_Hbf.in,Hamburg_Hbf.out,Hamburg-Harburg.in,Hamburg-Harburg.out,Hannover_Hbf.in,Hannover_Hbf.out,Göttingen.in,Göttingen.out,Kassel-Wilhelmshöhe.in,Kassel-Wilhelmshöhe.out,Fulda.in,Fulda.out,Würzburg_Hbf.in,Würzburg_Hbf.out,Nürnberg_Hbf.in,Nürnberg_Hbf.out,Ingolstadt_Hbf.in,Ingolstadt_Hbf.out,München_Hbf.in,München_Hbf.out
2024-05-30,0.0,15.0,15.0,15.0,8.0,10.0,7.0,7.0,9.0,11.0,17.0,22.0,18.0,19.0,17.0,16.0,13.0,14.0,8.0,0.0
2024-05-29,0.0,5.0,4.0,5.0,0.0,1.0,4.0,4.0,5.0,7.0,10.0,10.0,7.0,7.0,4.0,4.0,9.0,9.0,6.0,0.0
2024-05-28,0.0,15.0,14.0,14.0,3.0,4.0,9.0,11.0,14.0,15.0,25.0,26.0,22.0,23.0,23.0,24.0,20.0,20.0,15.0,0.0
2024-05-27,0.0,23.0,21.0,22.0,15.0,17.0,14.0,14.0,14.0,15.0,24.0,25.0,20.0,21.0,21.0,22.0,19.0,23.0,21.0,0.0
2024-05-26,0.0,30.0,34.0,34.0,35.0,35.0,38.0,37.0,36.0,37.0,48.0,48.0,49.0,49.0,52.0,52.0,51.0,50.0,56.0,0.0
2024-05-25,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,8.0,3.0,5.0,6.0,5.0,1.0,1.0,0.0,0.0
2024-05-24,0.0,5.0,0.0,0.0,28.0,29.0,26.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0
2024-05-23,0.0,6.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,3.0,3.0,3.0,0.0
2024-05-22,0.0,5.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0
2024-05-21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
