date,Heerlen.in,Heerlen.out,Maastricht.in,Maastricht.out,Leipzig_Hbf.in,Leipzig_Hbf.out,Berlin-Spandau.in,Berlin-Spandau.out,Stendal_Hbf.in,Stendal_Hbf.out,Sittard.in,Sittard.out,Roermond.in,Roermond.out,Wolfsburg_Hbf.in,Wolfsburg_Hbf.out,Weert.in,Weert.out,Köthen.in,Köthen.out,Eindhoven_Centraal.in,Eindhoven_Centraal.out,’s-Hertogenbosch.in,’s-Hertogenbosch.out,Utrecht_Centraal.in,Utrecht_Centraal.out,Amsterdam_Amstel.in,Amsterdam_Amstel.out,Amsterdam_Centraal.in,Amsterdam_Centraal.out,Amsterdam_Sloterdijk.in,Amsterdam_Sloterdijk.out,Zaandam.in,Zaandam.out,Hoorn.in,Hoorn.out,Hoorn_Kersenboogerd.in,Hoorn_Kersenboogerd.out,Hoogkarspel.in,Hoogkarspel.out,Bovenkarspel-Grootebroek.in,Bovenkarspel-Grootebroek.out,Bovenkarspel_Flora.in,Bovenkarspel_Flora.out,Enkhuizen.in,Enkhuizen.out,Berlin_Ostbahnhof.in,Berlin_Ostbahnhof.out,Berlin_Gesundbrunnen.in,Berlin_Gesundbrunnen.out,Berlin_Hbf.in,Berlin_Hbf.out,Berlin_Wannsee.in,Berlin_Wannsee.out,Berlin-Wannsee.in,Berlin-Wannsee.out,Potsdam_Hbf.in,Potsdam_Hbf.out,Brandenburg_Hbf.in,Brandenburg_Hbf.out,Magdeburg_Hbf.in,Magdeburg_Hbf.out,Helmstedt.in,Helmstedt.out,Braunschweig_Hbf.in,Braunschweig_Hbf.out,Hannover_Hbf.in,Hannover_Hbf.out,Nienburg(Weser).in,Nienburg(Weser).out,Verden(Aller).in,Verden(Aller).out,Bremen_Hbf.in,Bremen_Hbf.out,Delmenhorst.in,Delmenhorst.out,Hude.in,Hude.out,Oldenburg(Oldb)Hbf.in,Oldenburg(Oldb)Hbf.out,Bad_Zwischenahn.in,Bad_Zwischenahn.out,Westerstede-Ocholt.in,Westerstede-Ocholt.out,Augustfehn.in,Augustfehn.out,Leer(Ostfriesl).in,Leer(Ostfriesl).out,Emden_Hbf.in,Emden_Hbf.out,Marienhafe.in,Marienhafe.out,Norden.in,Norden.out,Norddeich.in,Norddeich.out
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,6.0,6.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,6.0,5.0,4.0,4.0,4.0,3.0,0.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,12.0,12.0,10.0,8.0,6.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,16.0,17.0,16.0,16.0,15.0,14.0,8.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,15.0,14.0,15.0,14.0,14.0,14.0,14.0,13.0,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,8.0,9.0,7.0,5.0,5.0,2.0,3.0,2.0,6.0,5.0,4.0,3.0,11.0,15.0,14.0,14.0,14.0,16.0,16.0,15.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,3.0,8.0,6.0,6.0,6.0,5.0,5.0,5.0,0.0
2024-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,19.0,18.0,37.0,37.0,34.0,34.0,33.0,24.0,23.0,23.0,24.0,24.0,30.0,32.0,33.0,32.0,33.0,33.0,34.0,33.0,33.0,44.0,45.0,45.0,44.0,44.0,50.0,47.0,53.0,51.0,49.0,49.0,49.0,49.0,48.0,0.0
2024-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,16.0,18.0,17.0,16.0,16.0,16.0,15.0,0.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,4.0,4.0,14.0,19.0,22.0,19.0,19.0,17.0,2.0,3.0,2.0,6.0,6.0,9.0,7.0,7.0,6.0,7.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,6.0,6.0,0.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,7.0,4.0,5.0,7.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,15.0,13.0,13.0,13.0,14.0,15.0,15.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,3.0,10.0,9.0,9.0,9.0,6.0,6.0,6.0,0.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,10.0,10.0,7.0,1.0,1.0,1.0,2.0,2.0,7.0,6.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,16.0,17.0,15.0,15.0,14.0,14.0,12.0,11.0,0.0
2024-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,9.0,9.0,7.0,7.0,6.0,5.0,7.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2024-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,8.0,7.0,5.0,4.0,2.0,1.0,0.0,60.0,41.0,41.0,39.0,39.0,32.0,17.0,20.0,19.0,19.0,19.0,15.0,16.0,16.0,19.0,19.0,18.0,18.0,12.0,11.0,12.0,11.0,12.0,11.0,11.0,10.0,9.0,10.0,9.0,8.0,9.0,8.0,6.0,5.0,0.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,19.0,18.0,16.0,14.0,13.0,13.0,12.0,10.0,9.0,8.0,5.0,5.0,2.0,8.0,9.0,8.0,6.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,6.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,15.0,12.0,11.0,11.0,11.0,10.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,10.0,10.0,8.0,8.0,5.0,5.0,5.0,4.0,18.0,18.0,15.0,16.0,12.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,22.0,22.0,23.0,22.0,23.0,27.0,26.0,26.0,22.0,22.0,22.0,21.0,20.0,19.0,0.0
2024-04-14,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,9.0,8.0,8.0,5.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,5.0,4.0,4.0,3.0,3.0,2.0,0.0
2024-04-13,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,10.0,9.0,7.0,7.0,6.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,10.0,9.0,8.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,4.0,3.0,4.0,3.0,3.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,12.0,11.0,9.0,8.0,7.0,6.0,3.0,2.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,57.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,44.0,44.0,43.0,44.0,43.0,41.0,41.0,39.0,38.0,38.0,0.0,0.0,36.0,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,7.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,11.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,14.0,12.0,11.0,11.0,10.0,10.0,11.0,10.0,8.0,8.0,6.0,12.0,23.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,7.0,7.0,5.0,4.0,4.0,3.0,3.0,2.0,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,3.0,0.0,3.0,5.0,6.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2024-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,5.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,7.0,10.0,11.0,11.0,9.0,9.0,6.0,5.0,3.0,2.0,2.0,2.0,0.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,10.0,6.0,6.0,4.0,4.0,5.0,0.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,11.0,14.0,12.0,12.0,12.0,12.0,12.0,10.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
