date,München_Hbf.in,München_Hbf.out,München-Pasing.in,München-Pasing.out,Augsburg_Hbf.in,Augsburg_Hbf.out,Ulm_Hbf.in,Ulm_Hbf.out,Stuttgart_Hbf.in,Stuttgart_Hbf.out,Mannheim_Hbf.in,Mannheim_Hbf.out,Frankfurt(M)_Flughafen_Fernbf.in,Frankfurt(M)_Flughafen_Fernbf.out,Wiesbaden_Hbf.in,Wiesbaden_Hbf.out,Limburg_Süd.in,Limburg_Süd.out,Limburg_(Lahn)_Süd_(ICE).in,Limburg_(Lahn)_Süd_(ICE).out,Montabaur.in,Montabaur.out,Siegburg/Bonn.in,Siegburg/Bonn.out,Köln_Hbf.in,Köln_Hbf.out,Düsseldorf_Hbf.in,Düsseldorf_Hbf.out,Solingen_Hbf.in,Solingen_Hbf.out,Wuppertal_Hbf.in,Wuppertal_Hbf.out,Hagen_Hbf.in,Hagen_Hbf.out,Dortmund_Hbf.in,Dortmund_Hbf.out,Münster(Westf)Hbf.in,Münster(Westf)Hbf.out,Osnabrück_Hbf.in,Osnabrück_Hbf.out,Bremen_Hbf.in,Bremen_Hbf.out,Hamburg-Harburg.in,Hamburg-Harburg.out,Hamburg_Hbf.in,Hamburg_Hbf.out,Hamburg_Dammtor.in,Hamburg_Dammtor.out,Neumünster.in,Neumünster.out,Kiel_Hbf.in,Kiel_Hbf.out
2024-04-22,0.0,0.0,0.0,1.0,5.0,5.0,5.0,6.0,5.0,4.0,7.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,14.0,14.0,14.0,13.0,15.0,15.0,14.0,13.0,14.0,14.0,11.0,12.0,11.0,11.0,9.0,10.0,14.0,10.0,9.0,9.0,24.0,24.0,30.0,0.0
2024-04-21,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,6.0,0.0
2024-04-20,0.0,2.0,1.0,2.0,12.0,12.0,12.0,11.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,4.0,6.0,0.0
2024-04-19,0.0,1.0,1.0,1.0,10.0,11.0,7.0,7.0,0.0,0.0,2.0,1.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,8.0,8.0,6.0,5.0,7.0,8.0,7.0,13.0,21.0,22.0,20.0,21.0,15.0,17.0,13.0,16.0,21.0,23.0,23.0,23.0,23.0,23.0,25.0,0.0
2024-04-18,0.0,5.0,5.0,6.0,5.0,4.0,1.0,2.0,3.0,3.0,5.0,3.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,9.0,9.0,11.0,11.0,12.0,12.0,13.0,13.0,11.0,0.0
2024-04-17,0.0,5.0,6.0,6.0,5.0,4.0,4.0,16.0,2.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,8.0,12.0,10.0,10.0,11.0,11.0,10.0,8.0,12.0,11.0,9.0,10.0,5.0,7.0,3.0,3.0,8.0,14.0,14.0,13.0,12.0,12.0,10.0,0.0
2024-04-16,0.0,3.0,4.0,5.0,14.0,15.0,17.0,18.0,4.0,3.0,8.0,3.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,31.0,31.0,29.0,29.0,37.0,39.0,38.0,37.0,47.0,45.0,43.0,44.0,38.0,42.0,37.0,37.0,40.0,40.0,41.0,41.0,44.0,44.0,45.0,0.0
2024-04-15,0.0,1.0,0.0,1.0,15.0,14.0,17.0,18.0,17.0,16.0,13.0,9.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,7.0,11.0,10.0,10.0,10.0,10.0,11.0,9.0,7.0,6.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,0.0,1.0,1.0,3.0,7.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,13.0,14.0,12.0,11.0,12.0,13.0,13.0,12.0,14.0,13.0,12.0,14.0,7.0,9.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,3.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0,3.0,3.0,21.0,22.0,27.0,25.0,29.0,28.0,25.0,25.0,23.0,23.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,98.0,96.0,91.0,98.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,101.0,101.0,100.0,100.0,101.0,101.0,107.0,106.0,108.0,108.0,113.0,115.0,109.0,109.0,109.0,108.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,5.0,4.0,8.0,15.0,12.0,10.0,9.0,9.0,7.0,8.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,10.0,11.0,9.0,8.0,8.0,8.0,7.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
