date,Darmstadt_Hbf.in,Darmstadt_Hbf.out,Frankfurt(Main)Hbf.in,Frankfurt(Main)Hbf.out,Erfurt_Hbf.in,Erfurt_Hbf.out,Halle(Saale)Hbf.in,Halle(Saale)Hbf.out,Berlin_Südkreuz.in,Berlin_Südkreuz.out,Berlin_Hbf.in,Berlin_Hbf.out,Berlin-Spandau.in,Berlin-Spandau.out,Wittenberge.in,Wittenberge.out,Ludwigslust.in,Ludwigslust.out,Büchen.in,Büchen.out,Hamburg_Hbf.in,Hamburg_Hbf.out,Hamburg-Altona.in,Hamburg-Altona.out
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,15.0,15.0,0.0
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,0.0
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,5.0,0.0
2024-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,10.0,6.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,0.0
2024-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,107.0,106.0,104.0,0.0
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,7.0,7.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,0.0
