,id,additionalIds,ril100,nr,name,weight,category,priceCategory,hasParking,hasBicycleParking,hasLocalPublicTransport,hasPublicFacilities,hasLockerSystem,hasTaxiRank,hasTravelNecessities,hasSteplessAccess,hasMobilityService,hasWiFi,hasTravelCenter,hasRailwayMission,hasDBLounge,hasLostAndFound,hasCarRental,federalState,ril100Identifiers,location.type,location.latitude,location.longitude,operator.type,operator.id,operator.name,regionalbereich.number,regionalbereich.name,regionalbereich.shortName,szentrale.number,szentrale.publicPhoneNumber,szentrale.name,stationManagement.number,stationManagement.name,productLine.type,productLine.segment,platforms
123,8000143,[],RWGA,7988,Weil am Rhein Gartenstadt,81.25,7,7,False,True,False,False,False,False,False,no,no,False,False,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'RWGA', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.616284, 47.588707]}}]",location,47.588707,7.616284,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,28,0761/2121055,Freiburg (Breisgau) Hbf,199,Freiburg,Zubringerbahnhof,ländlicher Zubringer,1.0
124,8000144,[],MTHB,6287,Türkheim (Bay) Bahnhof,68.8,5,4,True,True,True,False,False,True,False,yes,no,False,False,False,False,False,False,Bayern,"[{'rilIdentifier': 'MTHB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.617439, 48.04569]}}]",location,48.04569,10.617439,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,38,089/13081055,München Hbf,237,Augsburg,Zubringerbahnhof,Regionaler Zubringer,4.0
125,8000145,[],EHLT,2510,Haltern am See,91.3,4,4,True,True,True,True,False,True,False,yes,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EHLT', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.184366, 51.737668]}}]",location,51.737668,7.184366,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,17,0201/1821055,Essen Hbf,56,Münster (Westf),Zubringerbahnhof,Regionaler Zubringer,4.0
126,8000146,[],RWPF,7987,Weil am Rhein Pfädlistraße,40.8,6,7,False,True,False,False,False,False,False,yes,no,False,False,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'RWPF', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.626493, 47.589015]}}]",location,47.589015,7.626493,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,28,0761/2121055,Freiburg (Breisgau) Hbf,199,Freiburg,Zubringerbahnhof,ländlicher Zubringer,1.0
127,8000147,['8098147'],AHAR,2519,Hamburg-Harburg,792.3,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Hamburg,"[{'rilIdentifier': 'AHAR', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.991701, 53.455908]}}, {'rilIdentifier': 'AHRS', 'isMain': False, 'hasSteamPermission': False, 'steamPermission': 'entryBan', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.991454, 53.45696]}}]",location,53.455908,9.991701,operator,hamburger-verkehrsverbund-gmbh,BWVI,3,RB Nord,RB Nord,1,040-3918-1 053,Hamburg Hbf,1,Hamburg,Knotenbahnhof,Großstadtknoten,9.0
128,8000149,[],EHM,2528,Hamm (Westf) Hbf,530.45,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EHM', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.807821, 51.678078]}}]",location,51.678078,7.807821,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,14,0231/7291055,Dortmund Hbf,43,Dortmund,Knotenbahnhof,Großstadtknoten,24.0
129,8000150,[],FH,2537,Hanau Hbf,414.25,2,2,True,True,True,True,True,True,True,partial,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,False,False,True,True,Hessen,"[{'rilIdentifier': 'FH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.929, 50.120953]}}, {'rilIdentifier': 'FH  N', 'isMain': False, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.929, 50.120953]}}, {'rilIdentifier': 'FH  S', 'isMain': False, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.929, 50.120953]}}]",location,50.120953,8.929,operator,rhein-main-verkehrsverbund-gmbh,RMV,5,RB Mitte,RB Mitte,45,069/2651055,Frankfurt (Main) Hbf,161,Frankfurt a. M.,Knotenbahnhof,Regionaler Knoten,16.0
130,8000152,[],HH,2545,Hannover Hbf,861.0,1,1,True,True,True,True,False,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,True,True,True,Niedersachsen,"[{'rilIdentifier': 'HH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.741021, 52.376761]}}]",location,52.376761,9.741021,operator,region-hannover,RH,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,26,Hannover,Metropolbahnhof,Metropolbahnhof,66.0
131,8000154,[],STM,6288,Türkismühle,47.4,4,4,True,True,True,False,False,False,False,yes,no,False,False,False,False,False,False,Saarland,"[{'rilIdentifier': 'STM', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.114615, 49.580358]}}]",location,49.580358,7.114615,operator,zweckverband-personennahverkehr-saarland,ZPS,5,RB Mitte,RB Mitte,25,0681/308-1055,Saarbrücken Hbf,189,Saarbrücken,Zubringerbahnhof,Regionaler Zubringer,4.0
132,8000155,[],AHI,2625,Heide (Holst),92.15,3,3,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,False,False,True,False,Schleswig-Holstein,"[{'rilIdentifier': 'AHI', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.101029, 54.193563]}}]",location,54.193563,9.101029,operator,nahverkehrsverbund-schleswig-holstein-gmbh,NAH.SH,3,RB Nord,RB Nord,3,0431-2479-1055,Kiel Hbf,4,Schleswig-Holstein,Knotenbahnhof,Regionaler Knoten,8.0
133,8000156,[],RH,2628,Heidelberg Hbf,770.45,2,2,True,True,True,True,False,True,False,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Baden-Württemberg,"[{'rilIdentifier': 'RH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.675442, 49.403567]}}]",location,49.403567,8.675442,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,32,0621/8301055,Mannheim Hbf,202,Mannheim,Knotenbahnhof,Großstadtknoten,45.0
134,8000157,['8070171'],TH,2648,Heilbronn Hbf,333.55,3,2,True,True,True,True,True,True,True,yes,Nur nach Voranmeldung unter 030 65 21 28 88 (Ortstarif),True,True,True,False,True,True,Baden-Württemberg,"[{'rilIdentifier': 'TH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.207715, 49.143306]}}]",location,49.143306,9.207715,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,32,0621/8301055,Mannheim Hbf,202,Mannheim,Knotenbahnhof,Großstadtknoten,11.0
135,8000158,[],FHWD,2670,Nidderau,76.4,5,5,True,True,True,False,False,False,False,no,no,False,False,False,False,False,False,Hessen,"[{'rilIdentifier': 'FHWD', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.880233, 50.230826]}}, {'rilIdentifier': 'FHWR', 'isMain': False, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.880233, 50.230826]}}]",location,50.230826,8.880233,operator,rhein-main-verkehrsverbund-gmbh,RMV,5,RB Mitte,RB Mitte,48,0561/7861055,Kassel-Wilhelmshöhe,168,Kassel,Zubringerbahnhof,Regionaler Zubringer,6.0
136,8000159,[],HHLM,2677,Helmstedt,87.5,4,4,True,True,True,True,False,True,False,yes,no,False,True,False,False,False,False,Niedersachsen,"[{'rilIdentifier': 'HHLM', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [11.010553, 52.222086]}}]",location,52.222086,11.010553,operator,regionalverband-grossraum-braunschweig,RVB,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,20,Braunschweig / Göttingen,Zubringerbahnhof,Regionaler Zubringer,6.0
137,8000160,[],THT,2695,Herbertingen,51.45,5,5,True,True,True,False,False,False,False,yes,no,False,False,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'THT', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.414604, 48.063945]}}]",location,48.063945,9.414604,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,33,0711/20921055,Stuttgart Hbf,201,Friedrichshafen,Zubringerbahnhof,Regionaler Zubringer,4.0
138,8000161,[],FHRB,2701,Herborn (Dillkr),92.95,4,4,True,True,True,True,False,True,True,partial,no,False,False,False,False,False,False,Hessen,"[{'rilIdentifier': 'FHRB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.30814, 50.684405]}}]",location,50.684405,8.30814,operator,rhein-main-verkehrsverbund-gmbh,RMV,5,RB Mitte,RB Mitte,48,0561/7861055,Kassel-Wilhelmshöhe,165,Gießen,Zubringerbahnhof,Regionaler Zubringer,4.0
139,8000162,[],EHFD,2708,Herford,210.2,2,2,True,True,True,True,False,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,True,False,True,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EHFD', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.663643, 52.119609]}}]",location,52.119609,8.663643,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,14,0231/7291055,Dortmund Hbf,39,Bielefeld,Knotenbahnhof,Regionaler Knoten,10.0
140,8000163,[],TTU,6292,Tuttlingen,172.8,3,3,True,True,True,False,True,True,False,yes,no,False,True,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'TTU', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.798542, 47.980579]}}]",location,47.980579,8.798542,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,28,0761/2121055,Freiburg (Breisgau) Hbf,199,Freiburg,Knotenbahnhof,Regionaler Knoten,7.0
141,8000164,[],EHER,2722,Herne,422.2,3,3,True,True,True,False,False,True,False,yes,no,False,True,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EHER', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.21783, 51.543652]}}]",location,51.543652,7.21783,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,17,0201/1821055,Essen Hbf,46,Essen,Knotenbahnhof,Regionaler Knoten,6.0
142,8000165,[],EHDT,2736,Hervest-Dorsten,91.9,6,6,True,False,True,False,False,False,False,no,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EHDT', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.974167, 51.67191]}}]",location,51.67191,6.974167,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,17,0201/1821055,Essen Hbf,56,Münster (Westf),Zubringerbahnhof,ländlicher Zubringer,3.0
143,8000166,[],HHB,2740,Herzberg (Harz),50.6,5,5,True,True,True,True,False,True,True,yes,no,False,False,False,False,False,False,Niedersachsen,"[{'rilIdentifier': 'HHB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.329923, 51.643861]}}]",location,51.643861,10.329923,operator,landesnahverkehrsgesellschaft-niedersachsen-mbh,LNVG,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,20,Braunschweig / Göttingen,Zubringerbahnhof,Regionaler Zubringer,4.0
144,8000167,[],HHES,2746,Hesepe,36.0,6,7,False,False,True,False,False,False,False,yes,no,False,False,False,False,False,False,Niedersachsen,"[{'rilIdentifier': 'HHES', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.967599, 52.439221]}}]",location,52.439221,7.967599,operator,landesnahverkehrsgesellschaft-niedersachsen-mbh,LNVG,3,RB Nord,RB Nord,6,0421-221-4780,Bremen Hbf,21,Bremen / Osnabrück,Zubringerbahnhof,ländlicher Zubringer,1.0
145,8000168,[],HU,6310,Uelzen,122.55,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,False,True,False,True,False,Niedersachsen,"[{'rilIdentifier': 'HU', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.553053, 52.969781]}}]",location,52.969781,10.553053,operator,landesnahverkehrsgesellschaft-niedersachsen-mbh,LNVG,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,20,Braunschweig / Göttingen,Knotenbahnhof,Regionaler Knoten,10.0
146,8000169,[],HHI,2765,Hildesheim Hbf,301.2,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,False,Niedersachsen,"[{'rilIdentifier': 'HHI', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.953497, 52.160626]}}]",location,52.160626,9.953497,operator,landesnahverkehrsgesellschaft-niedersachsen-mbh,LNVG,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,20,Braunschweig / Göttingen,Knotenbahnhof,Großstadtknoten,13.0
147,8000170,[],TU,6323,Ulm Hbf,692.8,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Baden-Württemberg,"[{'rilIdentifier': 'TU', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.982227, 48.399437]}}, {'rilIdentifier': 'TU  P', 'isMain': False, 'hasSteamPermission': False, 'steamPermission': 'entryBan'}]",location,48.399437,9.982227,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,33,0711/20921055,Stuttgart Hbf,214,Ulm,Knotenbahnhof,Großstadtknoten,50.0
148,8000171,[],EUN,6335,Unna,206.95,3,3,True,False,True,False,False,True,True,partial,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,False,False,False,True,Nordrhein-Westfalen,"[{'rilIdentifier': 'EUN', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.692858, 51.538982]}}]",location,51.538982,7.692858,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,14,0231/7291055,Dortmund Hbf,43,Dortmund,Knotenbahnhof,Regionaler Knoten,11.0
149,8000172,[],FHT,2807,Höchst (Odenw),48.7,6,6,True,True,True,False,False,False,False,yes,no,False,False,False,False,False,False,Hessen,"[{'rilIdentifier': 'FHT', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.988549, 49.794499]}}]",location,49.794499,8.988549,operator,rhein-main-verkehrsverbund-gmbh,RMV,5,RB Mitte,RB Mitte,45,069/2651055,Frankfurt (Main) Hbf,157,Darmstadt,Zubringerbahnhof,Regionaler Zubringer,3.0
150,8000173,[],NHOB,6912,Wunsiedel-Holenbrunn,26.4,6,6,True,True,False,False,False,False,False,partial,no,False,False,False,False,False,False,Bayern,"[{'rilIdentifier': 'NHOB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [12.033928, 50.051113]}}]",location,50.051113,12.033928,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,42,0911/2191055,Nürnberg Hbf,236,Nordfranken,Zubringerbahnhof,ländlicher Zubringer,4.0
151,8000174,[],KV,6415,Viersen,148.15,3,3,True,True,True,True,False,True,True,yes,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'KV', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.403896, 51.254947]}}]",location,51.254947,6.403896,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,15,0203/30171055,Duisburg Hbf,45,Düsseldorf,Knotenbahnhof,Regionaler Knoten,7.0
152,8000175,[],SVL,6445,Völklingen,91.35,3,3,True,True,True,False,False,True,True,yes,no,False,False,False,False,False,False,Saarland,"[{'rilIdentifier': 'SVL', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.848156, 49.249091]}}]",location,49.249091,6.848156,operator,zweckverband-personennahverkehr-saarland,ZPS,5,RB Mitte,RB Mitte,25,0681/308-1055,Saarbrücken Hbf,189,Saarbrücken,Knotenbahnhof,Regionaler Knoten,4.0
153,8000176,[],SHO,2892,Homburg (Saar) Hbf,104.25,3,3,True,True,True,True,False,True,False,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,False,False,False,False,Saarland,"[{'rilIdentifier': 'SHO', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.337035, 49.328082]}}]",location,49.328082,7.337035,operator,zweckverband-personennahverkehr-saarland,ZPS,5,RB Mitte,RB Mitte,25,0681/308-1055,Saarbrücken Hbf,189,Saarbrücken,Knotenbahnhof,Regionaler Knoten,10.0
154,8000177,[],THB,2906,Horb,117.65,3,3,True,True,True,True,True,True,False,yes,no,False,True,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'THB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.688982, 48.441471]}}]",location,48.441471,8.688982,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,32,0621/8301055,Mannheim Hbf,204,Karlsruhe,Knotenbahnhof,Regionaler Knoten,10.0
155,8000178,[],KHR,2919,Horrem,210.4,3,3,True,True,True,True,False,True,True,yes,no,True,True,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'KHR', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.713497, 50.916249]}}]",location,50.916249,6.713497,operator,zweckverband-nahverkehr-rheinland-gmbh,NVR,4,RB West,RB West,15,0203/30171055,Duisburg Hbf,45,Düsseldorf,Knotenbahnhof,Regionaler Knoten,7.0
156,8000180,[],TWN,6471,Waiblingen,392.3,3,3,True,True,True,False,False,True,True,yes,no,False,True,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'TWN', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.299882, 48.826124]}}]",location,48.826124,9.299882,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,33,0711/20921055,Stuttgart Hbf,212,Stuttgart,Knotenbahnhof,Regionaler Knoten,6.0
157,8000181,[],AHM,2953,Husum,180.8,3,3,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,True,False,True,False,Schleswig-Holstein,"[{'rilIdentifier': 'AHM', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.055026, 54.472271]}}]",location,54.472271,9.055026,operator,nahverkehrsverbund-schleswig-holstein-gmbh,NAH.SH,3,RB Nord,RB Nord,3,0431-2479-1055,Kiel Hbf,4,Schleswig-Holstein,Knotenbahnhof,Regionaler Knoten,6.0
158,8000182,[],RIM,2982,Immendingen,73.8,4,4,True,True,True,False,False,False,False,partial,no,False,False,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'RIM', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.729536, 47.936007]}}]",location,47.936007,8.729536,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,28,0761/2121055,Freiburg (Breisgau) Hbf,199,Freiburg,Zubringerbahnhof,Regionaler Zubringer,7.0
159,8000183,[],MIH,2993,Ingolstadt Hbf,300.05,2,2,True,True,True,True,True,True,False,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Bayern,"[{'rilIdentifier': 'MIH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [11.437337, 48.744541]}}]",location,48.744541,11.437337,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,38,089/13081055,München Hbf,253,Rosenheim,Knotenbahnhof,Großstadtknoten,36.0
160,8000185,[],HGI,2122,Gifhorn,102.15,4,4,True,True,True,True,False,True,False,yes,no,False,False,False,False,False,False,Niedersachsen,"[{'rilIdentifier': 'HGI', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.545284, 52.456155]}}]",location,52.456155,10.545284,operator,regionalverband-grossraum-braunschweig,RVB,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,20,Braunschweig / Göttingen,Zubringerbahnhof,Regionaler Zubringer,7.0
161,8000186,[],EIL,3006,Iserlohn,172.3,6,6,True,True,True,True,True,True,True,yes,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EIL', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.691608, 51.373294]}}]",location,51.373294,7.691608,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,16,0211/36801055,Düsseldorf Hbf,49,Hagen,Zubringerbahnhof,Regionaler Zubringer,2.0
162,8000189,[],SKL,3082,Kaiserslautern Hbf,251.35,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,False,False,True,True,Rheinland-Pfalz,"[{'rilIdentifier': 'SKL', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.768716, 49.436137]}}]",location,49.436137,7.768716,operator,zweckverband-schienenpersonennahverkehr-rheinland-pfalz-sud,ZPNV Süd,5,RB Mitte,RB Mitte,25,0681/308-1055,Saarbrücken Hbf,180,Kaiserslautern,Knotenbahnhof,Großstadtknoten,25.0
163,8000190,[],KKAK,3087,Kaldenkirchen,33.45,5,5,True,True,True,False,False,True,False,no,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'KKAK', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.203225, 51.327184]}}]",location,51.327184,6.203225,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,15,0203/30171055,Duisburg Hbf,45,Düsseldorf,Zubringerbahnhof,ländlicher Zubringer,4.0
164,8000191,['8079041'],RK,3107,Karlsruhe Hbf,717.7,1,1,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Baden-Württemberg,"[{'rilIdentifier': 'RK', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.402181, 48.993515]}}]",location,48.993515,8.402181,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,32,0621/8301055,Mannheim Hbf,204,Karlsruhe,Metropolbahnhof,Metropolbahnhof,23.0
165,8000192,[],EWAN,6533,Wanne-Eickel Hbf,379.6,3,3,True,True,True,False,False,True,False,partial,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EWAN', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.165783, 51.531256]}}]",location,51.531256,7.165783,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,17,0201/1821055,Essen Hbf,46,Essen,Knotenbahnhof,Großstadtknoten,12.0
166,8000193,['8098193'],FK,3124,Kassel Hbf,433.45,2,2,True,True,True,True,True,True,False,yes,no,False,True,False,False,False,False,Hessen,"[{'rilIdentifier': 'FK', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'restricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.489501, 51.31826]}}]",location,51.31826,9.489501,operator,nordhessischer-verkehrsverbund-mbh,NVV,5,RB Mitte,RB Mitte,48,0561/7861055,Kassel-Wilhelmshöhe,168,Kassel,Knotenbahnhof,Regionaler Knoten,11.0
