,id,additionalIds,ril100,nr,name,weight,category,priceCategory,hasParking,hasBicycleParking,hasLocalPublicTransport,hasPublicFacilities,hasLockerSystem,hasTaxiRank,hasTravelNecessities,hasSteplessAccess,hasMobilityService,hasWiFi,hasTravelCenter,hasRailwayMission,hasDBLounge,hasLostAndFound,hasCarRental,federalState,ril100Identifiers,location.type,location.latitude,location.longitude,operator.type,operator.id,operator.name,regionalbereich.number,regionalbereich.name,regionalbereich.shortName,szentrale.number,szentrale.publicPhoneNumber,szentrale.name,stationManagement.number,stationManagement.name,productLine.type,productLine.segment,platforms
0,8000001,[],KA,1,Aachen Hbf,387.4,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'KA', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.091499, 50.7678]}}]",location,50.7678,6.091499,operator,zweckverband-nahverkehr-rheinland-gmbh,NVR,4,RB West,RB West,15,0203/30171055,Duisburg Hbf,45,Düsseldorf,Knotenbahnhof,Großstadtknoten,11.0
1,8000002,[],TA,4,Aalen Hbf,240.85,3,3,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,False,Baden-Württemberg,"[{'rilIdentifier': 'TA', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.096271, 48.841013]}}]",location,48.841013,10.096271,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,33,0711/20921055,Stuttgart Hbf,214,Ulm,Knotenbahnhof,Regionaler Knoten,7.0
2,8000004,[],HA,85,Altenbeken,111.3,3,3,True,True,True,True,False,True,False,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,False,True,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'HA', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.943319, 51.766433]}}]",location,51.766433,8.943319,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,14,0231/7291055,Dortmund Hbf,39,Bielefeld,Knotenbahnhof,Regionaler Knoten,7.0
3,8000007,[],FALZ,133,Alzey,98.95,3,3,True,True,True,False,False,True,False,yes,no,False,False,False,False,False,False,Rheinland-Pfalz,"[{'rilIdentifier': 'FALZ', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.109749, 49.7502]}}]",location,49.7502,8.109749,operator,zweckverband-schienenpersonennahverkehr-rheinland-pfalz-sud,ZPNV Süd,5,RB Mitte,RB Mitte,24,06131/151055,Mainz Hbf,184,Mainz,Knotenbahnhof,Regionaler Knoten,7.0
4,8000009,[],NAN,161,Ansbach,353.65,3,3,True,True,True,True,False,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,False,False,True,False,Bayern,"[{'rilIdentifier': 'NAN', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.578239, 49.298032]}}]",location,49.298032,10.578239,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,42,0911/2191055,Nürnberg Hbf,228,Nürnberg,Knotenbahnhof,Regionaler Knoten,26.0
5,8000010,[],NAH,187,Aschaffenburg Hbf,540.25,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,False,Bayern,"[{'rilIdentifier': 'NAH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.143697, 49.980557]}}]",location,49.980557,9.143697,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,44,0931/341055,Würzburg Hbf,236,Nordfranken,Knotenbahnhof,Regionaler Knoten,12.0
6,8000011,[],AAG,191,Ascheberg (Holst),54.55,5,5,True,True,True,True,False,True,False,no,no,False,False,False,False,False,False,Schleswig-Holstein,"[{'rilIdentifier': 'AAG', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.339481, 54.148462]}}]",location,54.148462,10.339481,operator,nahverkehrsverbund-schleswig-holstein-gmbh,NAH.SH,3,RB Nord,RB Nord,3,0431-2479-1055,Kiel Hbf,4,Schleswig-Holstein,Zubringerbahnhof,Regionaler Zubringer,3.0
7,8000012,[],KAU,204,Au (Sieg),83.1,3,3,True,True,True,False,False,True,False,yes,no,False,True,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'KAU', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.656537, 50.773765]}}]",location,50.773765,7.656537,operator,zweckverband-nahverkehr-rheinland-gmbh,NVR,4,RB West,RB West,19,0221/1411055,Köln Hbf,52,Köln,Knotenbahnhof,Regionaler Knoten,13.0
8,8000013,[],MA,220,Augsburg Hbf,859.05,1,2,True,True,True,True,True,True,True,partial,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Bayern,"[{'rilIdentifier': 'MA', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.88557, 48.365441]}}]",location,48.365441,10.88557,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,38,089/13081055,München Hbf,237,Augsburg,Knotenbahnhof,Großstadtknoten,70.0
9,8000014,[],TAU,226,Aulendorf,84.2,4,4,True,True,True,True,False,False,True,partial,Nur nach Voranmeldung unter 030 65 21 28 88 (Ortstarif),False,False,True,False,True,False,Baden-Württemberg,"[{'rilIdentifier': 'TAU', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.644046, 47.953052]}}]",location,47.953052,9.644046,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,33,0711/20921055,Stuttgart Hbf,201,Friedrichshafen,Knotenbahnhof,Regionaler Knoten,7.0
10,8000015,[],FBA,238,Babenhausen (Hess),114.2,5,5,True,True,True,True,False,True,True,yes,no,False,False,False,False,False,False,Hessen,"[{'rilIdentifier': 'FBA', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.957182, 49.957963]}}]",location,49.957963,8.957182,operator,rhein-main-verkehrsverbund-gmbh,RMV,5,RB Mitte,RB Mitte,45,069/2651055,Frankfurt (Main) Hbf,157,Darmstadt,Knotenbahnhof,Regionaler Knoten,6.0
11,8000016,[],TB,244,Backnang,203.1,3,3,True,True,True,False,False,True,True,partial,no,False,True,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'TB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.425989, 48.942676]}}]",location,48.942676,9.425989,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,33,0711/20921055,Stuttgart Hbf,212,Stuttgart,Knotenbahnhof,Regionaler Knoten,7.0
12,8000017,[],TBF,277,Bad Friedrichshall Hbf,162.75,3,3,True,True,True,False,False,True,True,yes,no,False,False,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'TBF', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.199771, 49.231571]}}]",location,49.231571,9.199771,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,32,0621/8301055,Mannheim Hbf,202,Mannheim,Knotenbahnhof,Regionaler Knoten,8.0
13,8000019,[],HBHA,281,Bad Harzburg,75.05,4,3,True,True,True,True,False,True,True,yes,no,False,False,False,False,False,False,Niedersachsen,"[{'rilIdentifier': 'HBHA', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.555444, 51.888116]}}]",location,51.8883687,10.5542189,operator,regionalverband-grossraum-braunschweig,RVB,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,20,Braunschweig / Göttingen,Zubringerbahnhof,Regionaler Zubringer,6.0
14,8000020,[],FBHF,282,Bad Hersfeld,144.35,3,3,True,True,True,True,False,True,False,yes,no,False,True,True,False,False,False,Hessen,"[{'rilIdentifier': 'FBHF', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.716182, 50.869632]}}]",location,50.869632,9.716182,operator,nordhessischer-verkehrsverbund-mbh,NVV,5,RB Mitte,RB Mitte,48,0561/7861055,Kassel-Wilhelmshöhe,168,Kassel,Knotenbahnhof,Regionaler Knoten,7.0
15,8000021,[],SBKN,296,Bad Kreuznach,413.4,3,3,True,True,False,True,True,True,False,yes,Nur nach Voranmeldung unter 030 65 21 28 88 (Ortstarif),False,True,False,False,False,True,Rheinland-Pfalz,"[{'rilIdentifier': 'SBKN', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.866435, 49.842399]}}]",location,49.842399,7.866435,operator,zweckverband-schienenpersonennahverkehr-rheinland-pfalz-sud,ZPNV Süd,5,RB Mitte,RB Mitte,24,06131/151055,Mainz Hbf,184,Mainz,Knotenbahnhof,Regionaler Knoten,7.0
16,8000023,[],AO,317,Bad Oldesloe,139.25,2,2,True,True,True,True,False,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,False,False,False,True,False,Schleswig-Holstein,"[{'rilIdentifier': 'AO', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.3825414, 53.8053902]}}]",location,53.8053902,10.3825414,operator,nahverkehrsverbund-schleswig-holstein-gmbh,NAH.SH,3,RB Nord,RB Nord,3,0431-2479-1055,Kiel Hbf,4,Schleswig-Holstein,Knotenbahnhof,Regionaler Knoten,7.0
17,8000025,[],NBA,393,Bamberg,369.4,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,False,False,True,False,Bayern,"[{'rilIdentifier': 'NBA', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.899489, 49.900759]}}]",location,49.900759,10.899489,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,42,0911/2191055,Nürnberg Hbf,236,Nordfranken,Knotenbahnhof,Regionaler Knoten,10.0
18,8000027,[],NSCH,5710,Schwandorf,92.85,4,4,True,True,True,True,True,True,True,partial,Nur nach Voranmeldung unter 030 65 21 28 88 (Ortstarif),False,True,False,False,False,False,Bayern,"[{'rilIdentifier': 'NSCH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [12.103802, 49.3263803]}}]",location,49.3263803,12.103802,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,42,0911/2191055,Nürnberg Hbf,231,Regensburg,Knotenbahnhof,Regionaler Knoten,7.0
19,8000028,[],NBY,439,Bayreuth Hbf,285.55,3,3,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,False,False,True,False,Bayern,"[{'rilIdentifier': 'NBY', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [11.579985, 49.949616]}}]",location,49.949616,11.579985,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,42,0911/2191055,Nürnberg Hbf,236,Nordfranken,Knotenbahnhof,Regionaler Knoten,11.0
20,8000029,[],FB,443,Bebra,109.0,3,3,True,True,True,False,False,True,True,yes,no,False,False,False,False,False,False,Hessen,"[{'rilIdentifier': 'FB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.797788, 50.969568]}}]",location,50.969568,9.797788,operator,nordhessischer-verkehrsverbund-mbh,NVV,5,RB Mitte,RB Mitte,48,0561/7861055,Kassel-Wilhelmshöhe,168,Kassel,Knotenbahnhof,Regionaler Knoten,12.0
21,8000030,[],KBE,447,Bedburg (Erft),59.75,6,6,True,True,True,False,False,True,False,yes,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'KBE', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.572615, 50.987478]}}]",location,50.987478,6.572615,operator,zweckverband-nahverkehr-rheinland-gmbh,NVR,4,RB West,RB West,15,0203/30171055,Duisburg Hbf,45,Düsseldorf,Zubringerbahnhof,Regionaler Zubringer,2.0
22,8000031,[],FBH,488,Bensheim,271.5,4,4,True,True,True,False,False,True,True,yes,no,True,True,False,False,False,False,Hessen,"[{'rilIdentifier': 'FBH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.616717, 49.681329]}}]",location,49.681329,8.616717,operator,verkehrsverbund-rhein-neckar-gmbh,VRN,5,RB Mitte,RB Mitte,45,069/2651055,Frankfurt (Main) Hbf,157,Darmstadt,Knotenbahnhof,Regionaler Knoten,6.0
23,8000032,[],NS,5742,Schweinfurt Hbf,291.85,3,3,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,True,False,True,False,Bayern,"[{'rilIdentifier': 'NS', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.212919, 50.035313]}}]",location,50.035313,10.212919,operator,bayerische-eisenbahngesellschaft-mbh,BEG,7,RB Süd,RB Süd,44,0931/341055,Würzburg Hbf,236,Nordfranken,Knotenbahnhof,Regionaler Knoten,10.0
24,8000033,[],KSWE,5749,Schwelm,173.1,3,3,True,True,True,False,False,True,False,yes,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'KSWE', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.289681, 51.290526]}}]",location,51.290526,7.289681,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,16,0211/36801055,Düsseldorf Hbf,45,Düsseldorf,Knotenbahnhof,Regionaler Knoten,6.0
25,8000034,[],EBZ,597,Betzdorf (Sieg),113.3,3,3,True,True,True,False,False,True,True,yes,no,False,True,False,False,False,False,Rheinland-Pfalz,"[{'rilIdentifier': 'EBZ', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.87005, 50.789294]}}]",location,50.789294,7.87005,operator,zweckverband-schienenpersonennahverkehr-rheinland-pfalz-nord,ZVRP Nord,5,RB Mitte,RB Mitte,24,06131/151055,Mainz Hbf,181,Koblenz,Knotenbahnhof,Regionaler Knoten,9.0
26,8000036,[],EBIL,622,Bielefeld Hbf,543.5,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Nordrhein-Westfalen,"[{'rilIdentifier': 'EBIL', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.53244329, 52.02952058]}}, {'rilIdentifier': 'EBILP', 'isMain': False, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.532722, 52.029261]}}]",location,52.029261,8.532722,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,14,0231/7291055,Dortmund Hbf,39,Bielefeld,Knotenbahnhof,Großstadtknoten,14.0
27,8000037,[],ESRT,5763,Schwerte (Ruhr),171.95,4,4,True,True,True,True,False,True,True,yes,no,False,True,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'ESRT', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.55896, 51.442281]}}]",location,51.442281,7.55896,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,14,0231/7291055,Dortmund Hbf,43,Dortmund,Knotenbahnhof,Regionaler Knoten,9.0
28,8000038,[],TBM,636,Bietigheim-Bissingen,289.65,2,2,True,True,True,True,True,True,True,yes,no,True,True,False,False,False,True,Baden-Württemberg,"[{'rilIdentifier': 'TBM', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.137557, 48.947933]}}]",location,48.947933,9.137557,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,33,0711/20921055,Stuttgart Hbf,212,Stuttgart,Knotenbahnhof,Regionaler Knoten,12.0
29,8000039,[],FBGK,649,Bingen (Rhein) Hbf,220.05,4,4,True,True,True,True,False,True,False,yes,Nur nach Voranmeldung unter 030 65 21 28 88 (Ortstarif),False,True,False,False,False,False,Rheinland-Pfalz,"[{'rilIdentifier': 'FBGK', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.884263, 49.968729]}}]",location,49.968729,7.884263,operator,zweckverband-schienenpersonennahverkehr-rheinland-pfalz-sud,ZPNV Süd,5,RB Mitte,RB Mitte,24,06131/151055,Mainz Hbf,184,Mainz,Knotenbahnhof,Regionaler Knoten,10.0
30,8000040,[],EBCH,723,Bocholt,78.05,6,6,True,True,True,True,False,True,True,yes,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EBCH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.620426, 51.83412]}}]",location,51.83412,6.620426,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,15,0203/30171055,Duisburg Hbf,44,Duisburg,Zubringerbahnhof,ländlicher Zubringer,2.0
31,8000041,[],EBO,724,Bochum Hbf,859.05,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EBO', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.223275, 51.478609]}}]",location,51.478609,7.223275,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,17,0201/1821055,Essen Hbf,46,Essen,Knotenbahnhof,Großstadtknoten,12.0
32,8000042,[],RSE,5774,Seckach,39.4,4,4,True,True,True,False,False,False,False,yes,no,False,False,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'RSE', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [9.338469, 49.441157]}}]",location,49.441157,9.338469,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,32,0621/8301055,Mannheim Hbf,202,Mannheim,Zubringerbahnhof,Regionaler Zubringer,4.0
33,8000043,[],HSSN,5797,Seesen,68.15,5,5,True,True,True,False,False,True,False,yes,no,False,False,False,False,False,False,Niedersachsen,"[{'rilIdentifier': 'HSSN', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.173898, 51.887263]}}]",location,51.8870741,10.1735705,operator,regionalverband-grossraum-braunschweig,RVB,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,20,Braunschweig / Göttingen,Zubringerbahnhof,Regionaler Zubringer,4.0
34,8000044,[],KB,767,Bonn Hbf,756.95,2,2,True,True,True,True,True,True,False,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Nordrhein-Westfalen,"[{'rilIdentifier': 'KB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.097136, 50.732008]}}]",location,50.732008,7.097136,operator,zweckverband-nahverkehr-rheinland-gmbh,NVR,4,RB West,RB West,19,0221/1411055,Köln Hbf,52,Köln,Knotenbahnhof,Großstadtknoten,6.0
35,8000045,[],KBOP,776,Boppard Hbf,84.5,4,4,True,True,True,False,False,True,False,partial,no,False,False,False,False,False,False,Rheinland-Pfalz,"[{'rilIdentifier': 'KBOP', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [7.586102, 50.231413]}}]",location,50.231413,7.586102,operator,zweckverband-schienenpersonennahverkehr-rheinland-pfalz-nord,ZVRP Nord,5,RB Mitte,RB Mitte,24,06131/151055,Mainz Hbf,181,Koblenz,Zubringerbahnhof,Regionaler Zubringer,4.0
36,8000046,[],ESIE,5842,Siegen Hbf,319.2,3,3,True,True,True,True,True,True,False,yes,Nur nach Voranmeldung unter 030 65 21 28 88 (Ortstarif),False,True,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'ESIE', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.016508, 50.875939]}}]",location,50.875939,8.016508,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,16,0211/36801055,Düsseldorf Hbf,49,Hagen,Knotenbahnhof,Regionaler Knoten,16.0
37,8000047,[],EBTH,804,Bottrop Hbf,249.8,4,4,True,True,True,True,False,True,True,yes,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EBTH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.936684, 51.50945]}}, {'rilIdentifier': 'EBTHP', 'isMain': False, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [6.936684, 51.50945]}}]",location,51.50945,6.936684,operator,zweckverband-verkehrsverbund-rhein-ruhr-aor,VRR,4,RB West,RB West,15,0203/30171055,Duisburg Hbf,44,Duisburg,Knotenbahnhof,Regionaler Knoten,4.0
38,8000048,[],EBWE,811,Bielefeld-Brackwede,237.85,4,4,True,True,True,False,False,False,False,yes,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EBWE', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.498426, 51.997378]}}]",location,51.997378,8.498426,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,14,0231/7291055,Dortmund Hbf,39,Bielefeld,Zubringerbahnhof,Regionaler Zubringer,9.0
39,8000049,[],HBS,835,Braunschweig Hbf,488.3,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,True,False,True,True,Niedersachsen,"[{'rilIdentifier': 'HBS', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [10.540295, 52.252218]}}]",location,52.252218,10.540295,operator,regionalverband-grossraum-braunschweig,RVB,3,RB Nord,RB Nord,8,0511/2861055,Hannover Hbf,20,Braunschweig / Göttingen,Knotenbahnhof,Großstadtknoten,28.0
40,8000050,[],HB,855,Bremen Hbf,834.1,2,2,True,True,True,True,True,True,True,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",False,True,True,True,True,True,Bremen,"[{'rilIdentifier': 'HB', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'restricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.813834, 53.083481]}}]",location,53.083481,8.813834,operator,senat-fur-umwelt-bau-verkehr-und-europa-bremen,SUBV,3,RB Nord,RB Nord,6,0421-221-4780,Bremen Hbf,21,Bremen / Osnabrück,Metropolbahnhof,Metropolbahnhof,31.0
41,8000051,[],HBH,868,Bremerhaven Hbf,157.75,3,3,True,True,True,True,True,True,True,yes,Nur nach Voranmeldung unter 030 65 21 28 88 (Ortstarif),False,True,False,False,False,False,Bremen,"[{'rilIdentifier': 'HBH', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.599555, 53.534912]}}]",location,53.534912,8.599555,operator,senat-fur-umwelt-bau-verkehr-und-europa-bremen,SUBV,3,RB Nord,RB Nord,6,0421-221-4780,Bremen Hbf,21,Bremen / Osnabrück,Knotenbahnhof,Regionaler Knoten,6.0
42,8000053,[],RBT,875,Bretten,174.4,4,4,True,True,True,True,False,True,False,partial,no,False,False,False,False,False,False,Baden-Württemberg,"[{'rilIdentifier': 'RBT', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.693448, 49.0369]}}]",location,49.0369,8.693448,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,32,0621/8301055,Mannheim Hbf,204,Karlsruhe,Knotenbahnhof,Regionaler Knoten,7.0
43,8000054,[],EBRW,888,Brilon Wald,47.25,5,5,True,False,True,False,False,False,False,no,no,False,False,False,False,False,False,Nordrhein-Westfalen,"[{'rilIdentifier': 'EBRW', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.576073, 51.349159]}}]",location,51.349159,8.576073,operator,zweckverband-nahverkehr-westfalen-lippe,NWL,4,RB West,RB West,16,0211/36801055,Düsseldorf Hbf,49,Hagen,Zubringerbahnhof,ländlicher Zubringer,6.0
44,8000055,[],RBR,904,Bruchsal,285.7,2,2,True,True,True,True,True,True,False,yes,"Ja, um Voranmeldung unter 030 65 21 28 88 (Ortstarif) wird gebeten",True,True,False,False,True,False,Baden-Württemberg,"[{'rilIdentifier': 'RBR', 'isMain': True, 'hasSteamPermission': True, 'steamPermission': 'unrestricted', 'geographicCoordinates': {'type': 'Point', 'coordinates': [8.589649, 49.124622]}}]",location,49.124622,8.589649,operator,nahverkehrsgesellschaft-baden-wurttemberg-mbh,NVBW,6,RB Südwest,RB Südwest,32,0621/8301055,Mannheim Hbf,204,Karlsruhe,Knotenbahnhof,Regionaler Knoten,25.0
