train_number,from_station,from_time,from_delay,to_station,to_time,to_delay
ICE 1071,Anklam,10:19,Berlin Südkreuz,08:08,
ICE 1073,Anklam,12:18,Berlin Südkreuz,10:08,
ICE 1636,Anklam,13:00,Ostseebad Binz,11:21,
ICE 1711,Anklam,19:03,München Hbf,12:08,1
ICE 1076,Anklam,15:36,Ostseebad Binz,13:47,19
ICE 1040,Anklam,15:59,Berlin Gesundbrunnen,14:08,
ICE 1075,Anklam,16:13,Berlin Südkreuz,14:08,
ICE 1710,Anklam,17:33,Ostseebad Binz,15:43,FALSE
ICE 1715,Anklam,16:53,Prenzlau,16:09,
ICE 1072,Anklam,19:29,Ostseebad Binz,17:47,3
ICE 1077,Anklam,18:52,Prenzlau,18:06,
ICE 1070,Anklam,20:33,Stralsund Hbf,19:47,5
