train_number,from_station,from_time,from_delay,to_station,to_time,to_delay
ICE 1944,Dresden Hbf,16:22,Stuttgart Hbf,05:10,
IC 2274,Dresden Hbf,10:01,Warnemünde,05:30,
EN 27,Dresden Hbf,22:32,Bad Schandau,06:00,
EN 40476,Dresden Hbf,08:41,Berlin Gesundbrunnen,06:00,9
NJ 456,Dresden Hbf,08:41,Berlin Gesundbrunnen,06:00,5
ICE 1654,Dresden Hbf,11:10,Frankfurt(Main)Hbf,06:10,
ICE 870,Dresden Hbf,11:28,Hamburg-Altona,07:00,7
EC 459,Dresden Hbf,09:24,Praha hl.n.,07:09,FALSE
EN 40459,Dresden Hbf,09:24,Praha hl.n.,07:09,
IC 2046,Dresden Hbf,18:27,Stuttgart Hbf,07:10,2
IC 2272,Dresden Hbf,12:01,Warnemünde,07:30,1
IC 257,Dresden Hbf,08:34,Bad Schandau,08:10,
ICE 1652,Dresden Hbf,13:10,Frankfurt(Main)Hbf,08:10,1
RJ 257,Dresden Hbf,17:33,Graz Hbf,08:10,14
ES 453,Dresden Hbf,10:45,Praha-Holesovice,08:31,
IC 2048,Dresden Hbf,21:30,Tübingen Hbf,08:45,1
EC 178,Dresden Hbf,11:12,Berlin Gesundbrunnen,08:54,56
EC 171,Dresden Hbf,11:24,Praha hl.n.,09:10,22
IC 2270,Dresden Hbf,14:05,Warnemünde,09:30,25
ICE 1650,Dresden Hbf,15:13,Frankfurt(Main)Hbf,10:10,13
IC 2440,Dresden Hbf,22:22,Stuttgart Hbf,10:45,
EC 176,Dresden Hbf,15:24,Hamburg-Altona,10:54,15
EC 173,Dresden Hbf,20:28,Budapest-Nyugati,11:10,10
IC 2178,Dresden Hbf,16:05,Warnemünde,11:22,1
ICE 1558,Dresden Hbf,17:08,Frankfurt(Main)Hbf,12:10,FALSE
EC 174,Dresden Hbf,19:15,Flensburg,12:54,1
IC 2442,Dresden Hbf,23:13,Frankfurt(Main)Hbf,12:58,1
EC 379,Dresden Hbf,15:24,Praha hl.n.,13:10,10
IC 2176,Dresden Hbf,18:05,Warnemünde,13:22,1
ICE 1556,Dresden Hbf,19:10,Frankfurt(Main)Hbf,14:10,1
EC 378,Dresden Hbf,20:22,Kiel Hbf,14:54,22
IC 2444,Dresden Hbf,23:54,Koblenz Hbf,14:59,
EC 175,Dresden Hbf,17:24,Praha hl.n.,15:10,16
IC 17,Dresden Hbf,03:48,Lichtenfels,15:22,
IC 2174,Dresden Hbf,20:01,Warnemünde,15:22,1
ICE 1554,Dresden Hbf,21:12,Frankfurt(Main)Hbf,16:10,15
EC 172,Dresden Hbf,21:35,Hamburg-Altona,16:54,1
IC 2446,Dresden Hbf,21:23,Hannover Hbf,16:59,
EC 177,Dresden Hbf,19:24,Praha hl.n.,17:10,5
IC 2172,Dresden Hbf,21:37,Rostock Hbf,17:22,1
ICE 1552,Dresden Hbf,23:25,Frankfurt(Main)Hbf,18:10,
IC 2271,Dresden Hbf,19:40,Chemnitz Hbf,18:32,11
EC 170,Dresden Hbf,21:08,Berlin Gesundbrunnen,18:54,FALSE
EC 179,Dresden Hbf,21:24,Praha hl.n.,19:10,18
IC 256,Dresden Hbf,22:23,Berlin Hbf,19:54,
RJ 256,Dresden Hbf,22:35,Berlin-Charlottenburg,19:54,105
ES 452,Dresden Hbf,09:27,Bruxelles Midi,20:30,FALSE
IC 2273,Dresden Hbf,21:40,Chemnitz Hbf,20:32,35
EC 458,Dresden Hbf,09:05,Zürich HB,21:10,2
EN 12,Dresden Hbf,05:28,Leipzig Hbf,21:10,2
EN 40458,Dresden Hbf,09:05,Zürich HB,21:10,2
NJ 457,Dresden Hbf,09:59,Graz Hbf,22:08,4
