train_number,from_station,from_time,from_delay,to_station,to_time,to_delay
NJ 40425,Mainz Hbf,10:13,Wien Hbf,00:36,34
NJ NJ,Mainz Hbf,22:34,Passau Hbf,00:36,
ICE 887,Mainz Hbf,01:51,Wiesbaden Hbf,01:41,1
NJ 403,Mainz Hbf,08:39,Zürich HB,01:41,26
IC 60403,Mainz Hbf,08:39,Zürich HB,01:42,26
ICE 672,Mainz Hbf,10:36,Hamburg Hbf,05:12,
ICE 991,Mainz Hbf,09:18,München Hbf,05:40,5
ICE 1626,Mainz Hbf,09:21,Dortmund Hbf,06:17,
ICE 23,Mainz Hbf,14:47,Wien Hbf,07:40,4
ICE 1513,Mainz Hbf,09:19,Stuttgart Hbf,07:46,FALSE
ICE 711,Mainz Hbf,08:37,Heidelberg Hbf,07:46,
ICE 1022,Mainz Hbf,11:25,Dortmund Hbf,08:20,
ICE 1118,Mainz Hbf,08:33,Wiesbaden Hbf,08:22,FALSE
ICE 1548,Mainz Hbf,10:24,Stuttgart Hbf,08:42,1
ICE 557,Mainz Hbf,15:17,Berlin Ostbahnhof,08:49,33
ICE 1949,Mainz Hbf,18:40,Dresden Hbf,09:20,10
ICE 1621,Mainz Hbf,13:42,München Hbf,09:42,15
ICE 115,Mainz Hbf,19:19,Klagenfurt Hbf,10:17,2
ICE 1020,Mainz Hbf,16:06,Hamburg-Altona,10:20,26
EC 2507,Mainz Hbf,12:49,Freiburg(Breisgau) Hbf,10:42,
EC 7,Mainz Hbf,15:58,Interlaken Ost,10:42,2
ICE 119,Mainz Hbf,19:05,Innsbruck Hbf,11:13,
IC 2047,Mainz Hbf,20:40,Dresden Hbf,11:20,17
ICE 27,Mainz Hbf,18:47,Wien Hbf,11:42,
ICE 928,Mainz Hbf,18:07,Hamburg-Altona,12:20,1
EC 9,Mainz Hbf,17:00,Zürich HB,12:42,1
IC 2013,Mainz Hbf,18:13,Oberstdorf,13:13,FALSE
IC 2045,Mainz Hbf,22:38,Dresden Hbf,13:20,10
ICE 29,Mainz Hbf,20:47,Wien Hbf,13:42,20
IC 2014,Mainz Hbf,19:26,Emden Hbf,13:44,4
IC 2009,Mainz Hbf,19:09,Konstanz,14:18,22
ICE 228,Mainz Hbf,17:21,Dortmund Hbf,14:20,19
ICE 1944,Mainz Hbf,16:22,Stuttgart Hbf,14:42,7
IC 2012,Mainz Hbf,18:04,Dortmund Hbf,14:49,42
EC 8,Mainz Hbf,21:30,Hamburg-Altona,15:20,7
ICE 229,Mainz Hbf,23:05,Wien Hbf,15:42,1
ICE 28,Mainz Hbf,19:24,Dortmund Hbf,16:20,4
ICE 710,Mainz Hbf,17:07,Limburg Süd,16:22,
IC 2046,Mainz Hbf,18:27,Stuttgart Hbf,16:42,7
ICE 118,Mainz Hbf,20:35,Münster(Westf)Hbf,16:49,22
ICE 650,Mainz Hbf,18:46,Stuttgart Hbf,17:13,FALSE
EC 6,Mainz Hbf,23:30,Hamburg-Altona,17:20,14
ICE 927,Mainz Hbf,20:28,Nürnberg Hbf,17:42,46
ICE 114,Mainz Hbf,21:09,Dortmund Hbf,17:44,1
ICE 26,Mainz Hbf,21:19,Dortmund Hbf,18:20,73
ICE 1512,Mainz Hbf,18:33,Wiesbaden Hbf,18:22,FALSE
IC 2048,Mainz Hbf,21:30,Tübingen Hbf,18:42,3
ICE 713,Mainz Hbf,19:28,Frankfurt(M) Flughafen Fernbf,18:57,7
ICE 1549,Mainz Hbf,22:22,Dortmund Hbf,19:20,16
ICE 929,Mainz Hbf,00:50,Passau Hbf,19:42,33
ICE 1222,Mainz Hbf,23:21,Dortmund Hbf,20:20,FALSE
IC 2440,Mainz Hbf,22:22,Stuttgart Hbf,20:42,16
ICE 1128,Mainz Hbf,21:05,Wiesbaden Hbf,20:54,FALSE
IC 2343,Mainz Hbf,23:23,Köln Hbf,21:20,13
ICE 1021,Mainz Hbf,00:42,Nürnberg Hbf,21:44,10
ICE 22,Mainz Hbf,01:20,Dortmund Hbf,22:20,9
ICE 1627,Mainz Hbf,00:13,Frankfurt(Main)Hbf,23:42,5
