train_number,from_station,from_time,from_delay,to_station,to_time,to_delay
ICE 841,Verden(Aller),08:36,Berlin Ostbahnhof,05:23,45
IC 2033,Verden(Aller),10:15,Leipzig Hbf,06:30,4
IC 2436,Verden(Aller),09:38,Emden Hbf,07:30,4
IC 2035,Verden(Aller),12:39,Berlin Ostbahnhof,08:30,9
IC 2434,Verden(Aller),11:50,Emden Außenhafen,09:30,
IC 2037,Verden(Aller),14:15,Leipzig Hbf,10:30,FALSE
IC 2432,Verden(Aller),14:19,Norddeich Mole,11:30,FALSE
IC 2039,Verden(Aller),16:15,Leipzig Hbf,12:30,3
IC 2430,Verden(Aller),15:38,Emden Hbf,13:30,1
IC 2431,Verden(Aller),19:59,Cottbus Hbf,14:30,3
IC 2038,Verden(Aller),17:38,Emden Hbf,15:30,1
IC 2433,Verden(Aller),20:15,Leipzig Hbf,16:30,8
IC 2036,Verden(Aller),20:20,Norddeich Mole,17:30,1
IC 2435,Verden(Aller),22:15,Leipzig Hbf,18:30,1
IC 2034,Verden(Aller),22:14,Norddeich,19:30,1
ICE 532,Verden(Aller),23:55,Oldenburg(Oldb)Hbf,22:33,1
ICE55912,Verden(Aller),23:55,Oldenburg(Oldb)Hbf,22:33,FALSE
IC 60471,Verden(Aller),10:05,Zürich HB,23:24,8
NJ 471,Verden(Aller),10:05,Zürich HB,23:24,8
ICE 540,Verden(Aller),01:08,Oldenburg(Oldb)Hbf,23:41,3
