train_number,from_station,from_time,from_delay,to_station,to_time,to_delay
IC 17,Jena Paradies,03:48,Lichtenfels,02:15,12
IC 297,Jena Paradies,10:47,Wien Hbf,02:15,30
IC 296,Jena Paradies,08:37,Rostock Hbf,03:11,
ICE 1704,Jena Paradies,11:39,Hamburg-Altona,06:59,FALSE
IC 2068,Jena Paradies,13:52,Stuttgart Hbf,08:56,
IC 2066,Jena Paradies,16:52,Karlsruhe Hbf,10:56,
IC 2064,Jena Paradies,17:53,Stuttgart Hbf,12:56,2
IC 2063,Jena Paradies,14:04,Leipzig Hbf,13:02,
IC 2062,Jena Paradies,19:53,Stuttgart Hbf,14:56,
IC 2065,Jena Paradies,16:04,Leipzig Hbf,15:02,55
IC 2060,Jena Paradies,23:00,Karlsruhe Hbf,16:56,2
IC 2067,Jena Paradies,18:04,Leipzig Hbf,17:02,
IC 2069,Jena Paradies,20:04,Leipzig Hbf,19:02,1
ICE 1705,Jena Paradies,21:04,Jena-Göschwitz,20:59,
IC 2161,Jena Paradies,22:04,Leipzig Hbf,21:02,21
