train_number,from_station,from_time,from_delay,to_station,to_time,to_delay
IC 17,Leipzig Hbf,03:48,Lichtenfels,01:07,12
IC 297,Leipzig Hbf,10:47,Wien Hbf,01:07,12
IC 296,Leipzig Hbf,08:37,Rostock Hbf,04:56,
ICE 1656,Leipzig Hbf,09:10,Frankfurt(Main)Hbf,05:33,
IC 2434,Leipzig Hbf,11:50,Emden  Außenhafen,05:42,
EC 459,Leipzig Hbf,09:24,Praha hl.n.,05:45,FALSE
ICE 501,Leipzig Hbf,09:17,München Hbf,05:48,
IC 60409,Leipzig Hbf,08:20,Berlin Hbf,06:13,15
NJ 409,Leipzig Hbf,08:20,Berlin Hbf,06:13,15
ICE 1606,Leipzig Hbf,09:39,Hamburg-Altona,06:16,2
IC 2249,Leipzig Hbf,07:39,Dresden Hbf,06:31,
ICE 1944,Leipzig Hbf,16:22,Stuttgart Hbf,06:38,FALSE
FLX 1360,Leipzig Hbf,10:10,Hamburg Hbf,06:41,
ICE 277,Leipzig Hbf,13:47,Basel SBB,06:48,
ICE 806,Leipzig Hbf,10:38,Hamburg-Altona,07:16,2
IC 2449,Leipzig Hbf,08:38,Dresden Hbf,07:31,1
ICE 1654,Leipzig Hbf,11:10,Frankfurt(Main)Hbf,07:33,
IC 2238,Leipzig Hbf,12:14,Warnemünde,07:42,FALSE
ICE 503,Leipzig Hbf,11:03,München Hbf,07:48,1
IC 2068,Leipzig Hbf,13:52,Stuttgart Hbf,07:49,
ICE 1604,Leipzig Hbf,11:39,Hamburg-Altona,08:18,1
ICE 1704,Leipzig Hbf,11:39,Hamburg-Altona,08:18,1
ICE 1553,Leipzig Hbf,09:40,Dresden Hbf,08:31,
IC 2046,Leipzig Hbf,18:27,Stuttgart Hbf,08:38,
ICE 279,Leipzig Hbf,15:47,Basel SBB,08:48,2
ICE 2550,Leipzig Hbf,10:32,Berlin Hbf,09:16,FALSE
IC 2447,Leipzig Hbf,10:58,Dresden Hbf,09:31,2
ICE 1652,Leipzig Hbf,13:10,Frankfurt(Main)Hbf,09:33,
IC 2430,Leipzig Hbf,15:38,Emden Hbf,09:42,
ICE 505,Leipzig Hbf,13:01,München Hbf,09:48,2
IC 2066,Leipzig Hbf,16:52,Karlsruhe Hbf,09:49,1
ICE 602,Leipzig Hbf,13:41,Hamburg-Altona,10:16,1
ICE 1555,Leipzig Hbf,11:40,Dresden Hbf,10:31,FALSE
IC 2048,Leipzig Hbf,21:30,Tübingen Hbf,10:38,
ICE 371,Leipzig Hbf,19:58,Interlaken Ost,10:48,22
ICE 270,Leipzig Hbf,12:32,Berlin Hbf,11:16,12
IC 2445,Leipzig Hbf,12:58,Dresden Hbf,11:31,
ICE 1650,Leipzig Hbf,15:13,Frankfurt(Main)Hbf,11:33,4
IC 2038,Leipzig Hbf,17:38,Emden Hbf,11:42,
ICE 507,Leipzig Hbf,15:04,München Hbf,11:48,30
IC 2064,Leipzig Hbf,17:53,Stuttgart Hbf,11:49,7
ICE 1600,Leipzig Hbf,15:39,Hamburg-Altona,12:16,FALSE
ICE 1710,Leipzig Hbf,17:33,Ostseebad Binz,12:16,FALSE
ICE 2914,Leipzig Hbf,15:39,Hamburg-Altona,12:16,14
ICE 1557,Leipzig Hbf,13:40,Dresden Hbf,12:31,
IC 2440,Leipzig Hbf,22:22,Stuttgart Hbf,12:38,1
ICE 373,Leipzig Hbf,21:59,Interlaken Ost,12:48,2
ICE 374,Leipzig Hbf,14:32,Berlin Hbf,13:16,4
IC 2443,Leipzig Hbf,14:57,Dresden Hbf,13:31,4
ICE 1558,Leipzig Hbf,17:08,Frankfurt(Main)Hbf,13:33,
IC 2036,Leipzig Hbf,20:20,Norddeich Mole,13:42,
ICE 509,Leipzig Hbf,17:01,München Hbf,13:48,4
IC 2062,Leipzig Hbf,19:53,Stuttgart Hbf,13:49,
ICE 508,Leipzig Hbf,17:40,Hamburg-Altona,14:16,1
ICE 1559,Leipzig Hbf,15:40,Dresden Hbf,14:31,35
IC 2442,Leipzig Hbf,23:13,Frankfurt(Main)Hbf,14:37,
ICE 375,Leipzig Hbf,21:49,Basel SBB,14:48,12
ICE 372,Leipzig Hbf,16:32,Berlin Hbf,15:16,2
IC 2441,Leipzig Hbf,16:47,Dresden Hbf,15:31,
ICE 1556,Leipzig Hbf,19:10,Frankfurt(Main)Hbf,15:33,1
IC 2234,Leipzig Hbf,20:06,Rostock Hbf,15:42,FALSE
ICE 1601,Leipzig Hbf,19:03,München Hbf,15:48,30
